IDrespond,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Age,Education,Occupation,Income,q1k,q2k,q3k,q4k,Q5K1,Q5K2,Q5K3,Q5K4,Q5K5,Q5K6,Q5K7,Q6K,Q7K,Q8K,Q9K,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q11C1,Q11C2,Q11C3,Q11C4,Q11C5,Q12C1,Q12C2,Q12C3,Q12C4,Q12C5,Q12C6,Q12C8,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q14C,Q15C1,Q15C2,Q15C3,Q15C4,Q15C5,Q15C6,Q16P1,Q16P2,Q16P3,Q16P4,Q16P5,Q17P1,Q17P2,Q17P3,Q17P4,Q17P5,Q18I1,Q18I2,Q18I3,Q18I4,Q22C1,Q22C2,Q22C3,Q22C4,Q22c5,Q22c6
QSI302,0,113.20.116.12,100,901,1,04/03/2019,R_1hKfwo2YagiTu3J, , , , ,21.03129578,105.851593,anonymous,VI,2,37,2,2,3,5,1,1,2,1,1, ,1, ,1, ,1,1,4,2,2,2,2,2,1,1,1,1,1,1,1,1,5,6,1,4,3,2,8,4,2,3,5,1,6,2, ,1, , ,1, ,1, , , , ,2,2,2,2,4,3,5,4,5,5,1,2,4,3,6
QSI303,0,202.135.245.7,100,1613,1,04/03/2019,R_utaW3yooZGiXXSp, , , , ,-6.174102783,106.8295898,anonymous,EN,2,30,2,2,3,2,1,4,2,1,1, , , ,1, ,1,2,3,2,2,2,3,4,1,1,4,1,1,1,1,1,4,5,6,3,1,2,8,4,2,1,5,3,6,1,1, ,1,1,1, , ,1, , , ,2,2,1,2,2,1,1,1,1,5,1,2,4,3,6
QSI304,0,113.185.15.190,100,28132,1,04/03/2019,R_2zzIKRXg2Hqa0pk, , , , ,21.03129578,105.851593,anonymous,VI,2,1970,1,3,2,1,1,1,1,1,1,1, ,1,1, ,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,8,5,1,2,4,3,6,1, , ,1,1,1, , , ,1,1,1,1,1,1,1,1,1,5,1,5,5,4,3,2,1,6
QSI305,0,209.141.35.182,100,464,1,04/03/2019,R_24P3fDGpjykBX4X, , , , ,36.16850281,-115.1164017,anonymous,VI,1,22,2,1,2,2,1,4,1,1,1, , , ,1, ,1,2,1,2,2,1,2,3,2,2,3,1,1,1,1,1,5,6,1,4,2,3,7,3,4,2,5,1,6,2,1, ,1, ,1, , ,1,1, , ,2,3,4,4,4,3,3,4,4,3,2,4,1,5,6
QSI306,0,119.15.191.151,100,1299,1,04/03/2019,R_WpzuzWcBOEOI4Y9, , , , ,10.81419373,106.6437988,anonymous,EN,1,22,2,1,2,2,1,4,1,1,1,1,1,1,1, ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,6,4,8,4,3,1,5,2,6,1,1,1,1,1,1, , , ,1, , ,2,2,3,3,3,3,4,4,5,4,3,2,5,1,6
QSI307,0,123.16.153.249,100,333,1,04/03/2019,R_1Qovq4ISmTngJzK, , , , ,21.03129578,105.851593,anonymous,EN,2,40,3,2,2,2,1,3,2,1,1,1,1,1,1, ,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,4,1,5,6,8,3,1,2,4,5,6,1, , , ,1, , ,1, , , , ,2,2,2,2,2,5,4,4,5, , , , , , 
QSI308,0,103.199.22.187,100,7264,1,04/03/2019,R_ZCRKmFEfY9NddO9, , , , ,10.81419373,106.6437988,anonymous,VI,2,41,2,2,4,2,1,4,1,1,1, ,1,1,1, ,1,3,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,3,5,4,6,7,4,1,2,5,3,6,2,1, , , ,1, ,1, , , , ,2,2,2,1,1,5,5,5,5,3,2,1,5,4,6
QSI309,0,27.74.254.72,100,4035,1,04/03/2019,R_2PqfXAyoNsMxdMe, , , , ,10.81419373,106.6437988,anonymous,VI,2,44,2,4,2,2,2,4,1,1,1, , , ,1, ,1,3,4,2,1,1,1,3,1,1,1,1,1,1,1,1,4,5,6,1,3,2,8,5,1,2,6,3,4,1,1,1,1, ,1, , ,1,1, , ,1,1,1,2,1,6,6,6,6,1,2,4,5,3,6
QSI310,0,116.102.105.35,100,1009,1,04/03/2019,R_3L54x5TFG8njdtB, , , , ,9.603302002,105.980011,anonymous,VI,2,22,2,1,2,2,1,1,1,1,1,1,1,1,1, ,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,5,6,2,8,5,3,1,4,2,6,1, , , , ,1, , ,1, , , ,2,2,2,2,2,4,4,4,5,2,3,4,5,1,6
QSI311,0,118.70.183.4,100,595,1,04/03/2019,R_ZDotfH4knsQ0D9n, , , , ,21.03129578,105.851593,anonymous,VI,2,31,2,2,3,1,1,4,2,1,1, ,1, , , ,1,3,4,2,2,2,2,1,1,1,2,1,1,1,1,1,3,5,4,1,6,2,8,3,2,1,5,4,6,1, , , , ,1, ,1, , , , ,1,1,2,2,3,4,4,4,5,4,1,2,5,3,6
QSI312,0,42.112.90.212,100,426,1,04/03/2019,R_3fxUGZfFeeT9yT5, , , , ,10.81419373,106.6437988,anonymous,VI,2,22,2,1,2,2,1,4,1, ,1, , , , , ,1,3,4,2,2,3,3,3,2,2,2,1,2,1,1,1,5,6,3,1,2,4,8,2,5,3,1,4,6,2, , , , ,1, ,1, , , , ,3,3,2,4,4,6,6,3,6,4,1,3,2,5,6
QSI313,0,183.80.221.64,100,554,1,04/03/2019,R_1gbdCQw6uBy5Oaa, , , , ,10.81419373,106.6437988,anonymous,VI,2,22,2,1,2,2,1,4,2,1,1, ,1,1,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,1,2,8,4,1,2,5,3,6,1,1,1,1,1,1, ,1, , , , ,3,3,3,3,3,5,5,5,5,5,1,4,2,3,6
QSI314,0,113.161.39.36,100,764,1,04/03/2019,R_29dpj31eYFcuYD4, , , , ,10.81419373,106.6437988,anonymous,EN,2,24,2,4,2,2,1,3,1,1,1, ,1, ,1, ,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,6,5,1,8,4,1,3,5,2,6,1, , , , ,1, ,1, , , , ,2,2,2,2,2,2,1,2,1,2,3,5,6,4,1
QSI315,0,171.231.242.2,100,1074,1,04/03/2019,R_2WJAe4DtmWLrC5K, , , , ,15.11669922,108.7999878,anonymous,VI,4,24,2,4,2,2,1,3,1,1,1, ,1, , , ,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,4,5,6,3,8,3,2,1,4,5,6,1,1,1,1,1,1, , ,1, , , ,1,2,1,1,2,5,5,5,5,2,3,4,5,1,6
QSI316,0,27.72.100.156,100,452,1,04/03/2019,R_3G3pPujzA6Qm50d, , , , ,21.03129578,105.851593,anonymous,VI,2,26,2,2,2,5,1,4,2, ,1,1,1, , , ,1,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1, , , , , , 
QSI317,0,42.112.227.82,100,562,1,04/03/2019,R_BA5nQvyxqg3pPBT, , , , ,10.81419373,106.6437988,anonymous,VI,2,32,2,2,3,2,1,3,2,1,1,1,1, ,1, ,1,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,5,3,4,2,1,6,8,5,2,1,4,3,6,2, , , , ,1, , ,1,1, , ,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6
QSI318,0,118.69.226.219,100,907,1,04/03/2019,R_3Ppl4SUx3k2xz9N, , , , ,10.81419373,106.6437988,anonymous,EN,2,36,2,2,3,2,1,2,2,1,1, ,1, ,1, ,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,2,5,4,6,3,8,5,2,3,6,4,1,2, , , , ,1, ,1, , , , ,1,1,1,2,1,1,1,1,1,3,4,5,2,1,6
QSI319,0,118.70.180.100,100,1138,1,04/03/2019,R_3kdmGCcpvrdyVss, , , , ,21.03129578,105.851593,anonymous,EN,2,28,2,2,2,1,1,4,2,1,1, , , ,1, ,1,3,2,2,2,2,3,3,2,4,2,1,1,1,1,1,6,1,4,3,2,5,8,5,3,2,4,1,6,1,1,1,1,1,1, ,1, ,1, , ,2,2,2,2,3,3,5,5,5,5,4,3,2,1,6
QSI320,0,123.19.27.239,100,774,1,04/03/2019,R_3HBms9fLpo1QWhy, , , , ,12.25,109.1832886,anonymous,EN,2,18,1,1, ,1,1,3,1,1,1, , , , , ,1,2,2,2,1,2,2,3,1,1,2,1,1,1,1,1,4,3,6,1,2,5,8,3,1,2,4,5,6,1, , , , ,1, , ,1, , , ,1,1,1,1,2,5,4,5,5,2,1,3,4,5,6
QSI321,0,14.207.3.167,100,569,1,04/03/2019,R_2PcdAogWAB5r26J, , , , ,13.73300171,100.4865112,anonymous,VI,2,35,3,4,3,1,1,3,1,1,1,1,1, ,1, ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,8,4,1,3,2,5,6,2, , ,1, ,1, ,1, , , , ,1,1,1,1,1,4,5,5,4,2,3,4,5,1,6
QSI322,0,113.23.64.37,100,1380,1,04/03/2019,R_UbFltnEVyUD0zqp, , , , ,21.03129578,105.851593,anonymous,EN,2,17,1,1,2,2,1,3,1, ,1,1, , ,1, ,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,6,3,5,4,8,5,1,2,4,3,6,1,1,1,1,1,1,1, ,1, , , ,1,1,1,1,1,5,5,4,5,1,2,3,5,4,6
QSI323,0,113.161.92.151,100,456,1,04/03/2019,R_Y5HIFbUtNxVLy0x, , , , ,10.81419373,106.6437988,anonymous,VI,2,26,2,4,2,1,1,4,2, ,1, ,1, ,1, ,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,4,2,8,5,1,3,2,4,6,1,1,1,1,1,1, , , , ,1, ,2,2,1,1,1,5,5,5,5,2,1,3,5,4,6
QSI324,0,27.78.198.65,100,370,1,04/03/2019,R_1ePi8NaN5d3B6vX, , , , ,10.81419373,106.6437988,anonymous,EN,2,30,3,2,2,5,1,4,1,1,1,1,1,1,1, ,1,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,5,6,1,3,4,2,8,4,1,2,5,3,6,1,1,1, ,1,1, ,1,1, , , ,2,2,2,2,2,5,5,4,5,2,1,3,5,4,6
QSI325,0,115.79.25.140,100,1002,1,04/03/2019,R_32PAyTNuxK4otFv, , , , ,10.81419373,106.6437988,anonymous,VI,2,35,3,4,2,1,1,4,1,1,1,1,1, , , ,1,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,5,4,6,8,3,1,2,5,4,6,1,1,1,1,1,1, , ,1,1, , ,2,2,2,2,1,5,1,5,5,3,4,2,5,1,6
QSI326,0,123.24.251.21,100,13528,1,04/03/2019,R_1P0jHfECosT0zxw, , , , ,21.03129578,105.851593,anonymous,EN,1,24,2,3,2,2,1,1,1,1,1,1,1, ,1, ,1,3,2,2,1,1,1,1,1, ,1,1,1,1,1,1,1,2,5,4,6,3,8,3,1,2,4,5,6,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,5,5,5,5,5,4,2,3,1,6
QSI327,0,58.187.4.67,100,2175,1,04/03/2019,R_3CTlUOJW61xB318, , , , ,21.03129578,105.851593,anonymous,VI,1,19,2,1,2,2,4,2,2, ,1,1, , , , ,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,6,2,1,4,3,8,5,1,3,4,2,6,1, , , , ,1, ,1, , , , ,2,2,1,2,2,3,3,2,1,1,2,5,3,4,6
QSI328,0,123.16.153.249,100,1188,1,04/03/2019,R_1fZvBmbKGG093ts, , , , ,21.03129578,105.851593,anonymous,VI,2,55,2,2,2,2,1,3,1,1,1, ,1, ,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,2,3,1,8,4,2,1,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,3,1,4,5,2,6
QSI329,0,116.102.128.82,100,1702,1,04/03/2019,R_2YPaGxiHxW2tsLF, , , , ,10.81419373,106.6437988,anonymous,VI,2,18,2,1,2,5,1,3,1,1,1,1, ,1,1, ,1,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,4,6,2,5,3,1,8,6,1,5,2,3,4,1,1, ,1, ,1, ,1,1,1, , ,2,1,3,1,1,2,1,1,2,1,2,3,5,4,6
QSI330,0,175.176.167.34,100,783,1,04/03/2019,R_2EuysT19tdKxhBu, , , , ,-6.174102783,106.8295898,anonymous,EN,1,50,3,4,4,2,1,2,1,1,1,1,1, , , ,1,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,4,5,3,2,6,1,8,4,3,2,5,1,6,1,1,1,1,1,1, ,1, , , ,1,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6
QSI331,0,1.54.215.125,100,677,1,04/03/2019,R_xg8Hhc6E9F8xZMR, , , , ,21.03129578,105.851593,anonymous,VI,2,21,2,1,2,1,1,3,1,1,1,1,1, ,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,1,4,5,8,4,2,1,5,3,6,1, , ,1,1,1, , ,1,1, , ,1,1,1,1,1,5,5,5,5,5,1,2,4,3,6
QSI332,0,221.133.16.226,100,1122,1,04/03/2019,R_3KMxBeR95P9hjGl, , , , ,10.81419373,106.6437988,anonymous,VI,2,34,2,2,3,2,1,1,1,1,1,1,1,1,1, ,1,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,2,1,3,5,4,6,1, , , , ,1, ,1, , , , ,2,1,2,2,2,5,5,5,5,3,2,1,5,4,6
QSI333,0,1.54.215.102,100,802,1,04/03/2019,R_3HSr6sOTzlcIICh, , , , ,21.03129578,105.851593,anonymous,EN-GB,2,28,3,2,3,2,1,3,2,1,1, , , ,1, ,1,3,2,2,2,2,1,2,1,1,1,1,2,1,1,1,4,2,6,3,5,1,8,2,3,1,4,5,6,1,1,1, ,1,1, , ,1,1, , ,1,2,2,3,3,4,4,4,3,2,1,4,3,5,6
QSI334,0,58.187.12.32,100,413,1,04/03/2019,R_1dF7xxHo4Kmn5hk, , , , ,21.03129578,105.851593,anonymous,EN,2,33,2,2,4,1,1,4,1,1,1,1,1,1,1, ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,2,4,1,8,5,1,2,3,4,6,1,1,1,1,1,1, , ,1, , , ,1,1,1,1,1,5,5,5,5,5,4,1,3,2,6
QSI335,0,1.52.124.124,100,661,1,04/03/2019,R_2zo2oBPXxo2Ibx0, , , , ,21.03129578,105.851593,anonymous,VI,2,30,2,2,2,1,1,3,1,1,1,1,1, ,1, ,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,5,3,4,8,5,3,2,4,1,6,1,1,1,1,1,1, , ,1,1, , ,2,1,1,1,2,2,2,2,1,3,1,4,5,2,6
QSI336,0,222.252.117.39,100,503,1,04/03/2019,R_12A5BXr6O6StpW2, , , , ,21.03129578,105.851593,anonymous,EN,2,26,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,6,5,8,3,1,2,4,5,6,1, , , , ,1, ,1, , , , ,1,1,1,1,1,1,1,1,1,4,1,3,5,2,6
QSI337,0,180.93.111.81,100,884,1,04/03/2019,R_2BwH7tX7JR2ImwC, , , , ,10.81419373,106.6437988,anonymous,EN,2,38,3,4,2,1,1,3,1,1,1,1, , ,1, ,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,3,5,1,6,4,8,4,2,1,5,3,6,1,1, ,1,1,1, ,1,1, , , ,1,1,1,1,1,5,4,5,5,1,3,4,5,2,6
QSI338,0,1.54.209.152,100,824,1,04/03/2019,R_2EhpfFH25HnVxkp, , , , ,21.03129578,105.851593,anonymous,EN,1,25,2,4,2,5,1,4,2,1,1, ,1, , , ,1,1,4,2,2,3,2,3,2,2,3,1,1,1,1,2,3,4,2,6,5,1,8,3,5,4,2,1,6,2, , , , ,1, , ,1, , , ,3,3,3,3,3,3,3,3,3,3,1,4,5,2,6
QSI339,0,42.113.173.202,100,747,1,04/03/2019,R_12RNtsQ0pl0w84I, , , , ,21.03129578,105.851593,anonymous,VI,1,30,2,2,2,2,1,3,2, ,1, , , , , ,2,3,2,2,2,2,2,3,2,1,2,1,1,1,1,1,4,6,3,5,2,1,7,1,2,3,4,5,6,2, , , , ,1, , ,1, , , ,2,2,1,2,3,4,5,4,4,3,1,5,4,2,6
QSI340,0,42.113.140.132,100,1537,1,04/03/2019,R_3DuusoLG8reaUrx, , , , ,10.81419373,106.6437988,anonymous,VI,2,22,2,1,2,2,1,3,2,1,1, , , ,1, ,1,3,2,2,2,2,3,1,1,1,2,1,1,1,1,1,6,5,4,2,3,1,8,2,5,4,1,3,6,1, , , , ,1, ,1, , , , ,2,2,3,2,4,4,5,3,3,1,3,4,5,2,6
QSI341,0,42.113.154.58,100,529,1,04/03/2019,R_37BoG2MM6sq2ti1, , , , ,21.03129578,105.851593,anonymous,EN,2,33,2,2,4,2,1,2,1,1,1, , , ,1, ,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,5,4,6,3,7,4,1,2,5,3,6,1,1, ,1,1,1, , ,1, , , ,1,1,1,1,1,5,5,5,5,5,1,3,4,2,6
QSI342,0,14.248.8.180,100,615,1,04/03/2019,R_3R4xiOrEz27eyi4, , , , ,21.03129578,105.851593,anonymous,VI,2,44,3,4,4,5,1,4,2,1,1,1,1,1,1, ,1,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,6,5,4,2,3,1,8,3,1,4,5,2,6,1,1, ,1, ,1, ,1, , , , ,2,2,1,2,3,5,5,3,5,1,2,4,5,3,6
QSI343,0,171.224.115.216,100,939,1,04/03/2019,R_WoJDIobIhRFNtKx, , , , ,21.03129578,105.851593,anonymous,VI,2,37,3,2,3,2,1,4,1,1,1, , , ,1, ,1,3,4,2,2,2,3,3,2,2,2,1,2,2,2,1,3,4,2,1,6,5,8,1,3,2,5,4,7,2,1, , , ,1, , ,1, , , ,3,2,3,2,4,3,1,4,4,5,3,1,4,2,6
QSI344,0,58.11.179.44,100,651,1,04/03/2019,R_RRHVRXHm3r2rvy1, , , , ,13.70860291,100.4552917,anonymous,EN,2,33,3,4,3,2,1,3,1,1,1,1,1,1,1, ,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,4,6,5,7,5,2,1,4,3,6,1,1, ,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,1,2,4,5,3,6
QSI345,0,14.248.73.92,100,516,1,04/03/2019,R_tYg5AFhD3veZY8F, , , , ,21.03129578,105.851593,anonymous,VI,2,32,2,4,3,1,1,1,1,1,1,1, ,1,1, ,1,3,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,4,5,6,1,8,3,2,1,5,4,6,2, , , , ,1, , ,1, , , ,2,2,3,2,2,4,3,5,5,1,3,4,5,2,6
QSI346,0,14.248.73.103,100,1275,1,04/03/2019,R_22nPZwNZy0qG6Q5, , , , ,21.03129578,105.851593,anonymous,VI,2,48,2,4,3,2,1,1,1,1,1, , , ,1, ,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,5,3,4,6,8,3,1,2,4,5,6,1,1,1,1,1,1, ,1, ,1, , ,2,2,2,2,1,1,1,1,1,4,5,2,3,1,6
QSI347,0,27.64.100.108,100,3703,1,04/03/2019,R_31uWejUzJeqAIv9, , , , ,10.81419373,106.6437988,anonymous,VI,2,30,2,2,2,1,1,3,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,5,7,3,8,3,2,1,4,5,6,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,5,5,5,5,6,1,3,4,5,2
QSI348,0,113.190.16.165,100,652,1,04/03/2019,R_1gbW9ge6CxKDRdk, , , , ,21.03129578,105.851593,anonymous,EN,2,32,3,2,2,1,1,4,1,1,1, , , ,1, ,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,6,2,8,1,3,5,2,4,6,1,1,1,1,1,1, , ,1, , , ,2,2,2,2,3,5,3,5,5,3,4,2,5,1,6
QSI349,0,113.185.14.136,100,1255,1,04/03/2019,R_AFoWki1XEDA2CoF, , , , ,10.81419373,106.6437988,anonymous,EN,2,39,2,2,4,1,1,4,2,1,1, ,1,1,1, ,1,2,4,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,4,5,6,8,1,2,4,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,2,1,2,2,3,5,2,3,2,4,3,5,1,6
QSI350,0,171.250.212.118,100,1311,1,04/03/2019,R_2CqYY5LoKlQu7Yx, , , , ,10.81419373,106.6437988,anonymous,VI,2,23,2,1,2,2,1,3,1,1,1, , ,1,1, ,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,6,3,4,5,8,4,1,2,5,3,6,3, , , , ,1, ,1, , , , ,2,1,1,1,1,5,5,5,5,3,1,4,5,2,6
QSI351,0,171.229.232.106,100,697,1,04/03/2019,R_b1VeKBcYLSasndv, , , , ,21.03129578,105.851593,anonymous,VI,2,27,2,2,2,5,1,4,2,1,1,1,1, , , ,1,3,2,2,1,1,2,2,1,1,1,3,1,1,1,1,5,4,1,2,6,3,7,4,1,2,5,3,6,1, , , , ,1, ,1, , , , ,1,1,1,2,2,5,5,5,5,5,4,2,3,1,6
QSI352,0,1.52.39.138,100,407,1,04/03/2019,R_2agA71Owjun3ZFm, , , , ,10.81419373,106.6437988,anonymous,EN,2,30,2,2,3,1,1,4,2,1,1, ,1, ,1, ,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,2,4,3,5,6,1,8,4,1,2,5,3,6,1, , , , ,1, ,1, , , , ,1,1,1,1,2,5,5,5,5,5,2,3,4,1,6
QSI353,0,117.0.75.242,100,385,1,04/03/2019,R_pz84nkYl0Vdxqo1, , , , ,21.03129578,105.851593,anonymous,VI,1,21,2,1,2,5,1,4,1,1,1,1,1,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,4,5,6,1,2,3,4,5,7, , , , , ,1, , , ,1, , ,3,3,3,2,3,5,5,4,5,4,1,5,3,2,6
QSI354,0,123.24.54.46,100,391,1,04/03/2019,R_1gbyl8DTFROhON2, , , , ,21.03129578,105.851593,anonymous,VI,1,18,2,1,2,1,1,2,1, , , ,1,1,1, ,2,3,3,2,1,1,2,2,2,2,1,1,2,1,1,1,5,6,4,3,1,2,8,3,1,2,4,5,6,2, , , , ,1, , ,1, , , ,2,2,3,2,2,5,5,5,3,1,2,3,4,5,6
QSI355,0,14.248.155.82,100,506,1,04/03/2019,R_27xkPQKOgv0VbHE, , , , ,21.3500061,105.0667114,anonymous,VI,2,19,2,1,2,1,1,3,1,1,1,1,1,1,1, ,1,2,4,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,4,5,6,8,3,1,2,4,5,6,1, , , , ,1, ,1, , , , ,1,2,1,1,1,5,5,5,5,5,1,2,4,3,6
QSI356,0,113.190.171.231,100,564,1,04/03/2019,R_1JDEaJNwFLlEDMv, , , , ,21.03129578,105.851593,anonymous,VI,2,19,2,1,2,2,1,1,1,1,1,1, , , , ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,3,5,1,8,4,2,1,5,3,6,1, , , , ,1, , ,1,1, , ,2,2,2,2,2,4,4,4,4,5,3,4,1,2,6
QSI357,0,222.252.62.8,100,616,1,04/03/2019,R_27NgVjGllaBM7VT, , , , ,21.03129578,105.851593,anonymous,VI,2,19,2,1,2,1,1,3,1,1,1,1,1,1,1, ,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,4,2,8,5,1,2,4,3,6,1, , , , ,1, , ,1,1, , ,1,1,2,1,2,5,5,5,5,5,4,3,2,1,6
QSI358,0,117.0.207.67,100,591,1,04/03/2019,R_1100mrkUGU8JYZi, , , , ,21.03129578,105.851593,anonymous,EN,2,19,2,1,2,2,1,3,1,1,1, ,1, ,1, ,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,4,5,6,2,1,8,3,2,1,5,4,6,1,1,1,1,1,1, , ,1,1,1, ,2,1,1,2,2,4,5,5,5,2,3,4,5,1,6
QSI359,0,14.248.72.56,100,685,1,04/03/2019,R_32Qrr3xhG77btDp, , , , ,20.85609436,106.6821899,anonymous,EN,2,18,2,1,2,1,1,3,1,1,1,1,1, ,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,1,8,4,2,1,5,3,6,2, , , , ,1, , , ,1, , ,2,2,1,2,2,3,5,5,5,5,1,2,3,4,6
QSI360,0,183.182.111.71,100,419,1,04/03/2019,R_1qUtgGD0TDJGmrC, , , , ,18,105,anonymous,EN-GB,2,42,3,2,4,1,1,3,1,1,1, ,1, ,1, ,1,3,2,2,1,2,2,3,1,1,1,1,1,1,1,1,2,1,5,4,6,3,8,3,1,2,4,5,6,1,1, ,1, ,1, ,1, , , , ,1,1,1,1,1,1,1,1,1,3,2,1,4,5,6
QSI361,0,113.20.109.222,100,561,1,04/03/2019,R_1CdznALv6lNE5qz, , , , ,21.03129578,105.851593,anonymous,VI,1,18,2,1,2,2,1,2,1,1,1, , ,1,1, ,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,3,6,5,4,2,8,4,2,1,5,3,6,1, , , , ,1, , ,1, , , ,2,2,2,2,2,5,4,4,5,2,1,3,4,5,6
QSI362,0,118.71.192.68,100,630,1,04/03/2019,R_3oXQUVDbeeg6CS7, , , , ,21.03129578,105.851593,anonymous,VI,2,18,2,1, ,1,1,1,2, ,1, ,1, ,1, ,1,2,2,1,2,1,3,3,1,1,1,1,1,2,2,1,2,1,6,4,5,3,8,1,4,5,2,3,6,2, ,1,1,1,1, , ,1, , , ,2,2,2,1,1,4,4,5,5,2,3,4,5,1,6
QSI363,0,14.248.158.169,100,619,1,04/03/2019,R_2EsE2Ymk2boFyzn, , , , ,21.59280396,105.8442078,anonymous,VI,1,19,2,1,2,2,3,2,1,1,1, ,1,1,1, ,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,6,4,2,1,5,7,4,2,1,5,3,6,2,1,1,1,1,1, , ,1,1,1, ,3,3,1,2,3,3,4,3,5,5,1,4,3,2,6
QSI364,0,123.16.144.156,100,839,1,04/03/2019,R_Q5nsYUr6h6UOElX, , , , ,21.03129578,105.851593,anonymous,VI,2,19,2,1,2,2,1,3,1,1,1,1,1,1,1, ,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,6,2,8,3,2,1,4,5,6,1, , , , ,1, , , ,1, , ,2,2,2,3,3,4,4,3,5,5,2,3,4,1,6
QSI365,0,117.5.209.212,100,863,1,04/03/2019,R_b9rZqN852SncuiZ, , , , ,21.03129578,105.851593,anonymous,VI,1,20,2,1,2,1,1,3,2, ,1, ,1, ,1, ,1,2,2,2,1,1,2,2,1,1,1,3,1,1,1,1,5,6,2,1,4,3,8,3,1,2,5,4,6,2,1, ,1,1,1, ,1,1, , , ,1,1,2,1,2,3,4,3,4,1,2,5,4,3,6
